left_command,right_command,left_speed,right_speed,x,y,alpha,theta,ref_x,ref_y,ref_alpha,ref_theta
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,57.26789003699184,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,54.75069882803587,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,52.29933696981925,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,49.949146269694936,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,47.71652029702832,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,45.610836478251066,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,43.48816960522697,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,-17.384307174014666,0.0,0.0,41.399795794818026,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,39.39510397937017,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,37.4729328378217,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,35.72732537536144,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,34.03082406337878,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,32.4633332265332,0.0,0,0,11.2,0.0
0,0,0.0,0.0,0.0,0.0,30.947068645618955,0.0,0,0,11.2,0.0
0,0,0,0,0.0,0.0,29.59381646872371,0.0,0,0,11.2,0.0
0,0,0,0,0.0,0.0,28.355229775530802,0.0,0,0,11.2,0.0
1,1,0.0,0.0,0.0,0.0,27.25775346138192,0.0,0,0,11.2,0.0
2,2,0.0,0.0,0.0,0.0,26.286604882312876,0.0,0,0,11.2,0.0
4,4,0.0,0.0,0.0,0.0,25.432022104316466,0.0,0,0,11.2,0.0
8,8,0.0,0.0,0.0,0.0,24.709879918854888,0.0,0,0,11.2,0.0
13,13,0.0,0.0,0.0,0.0,24.14964866066737,0.0,0,0,11.2,0.0
19,19,0.0,0.0,0.0,0.0,23.714647154975523,0.0,0,0,11.2,0.0
27,27,0.0,0.0,0.0,0.0,23.38899382507421,0.0,0,0,11.2,0.0
36,36,0.0,0.0,0.0,0.0,23.183765473662678,0.0,0,0,11.2,0.0
46,46,0.0,0.0,0.0,0.0,23.083454086652832,0.0,0,0,11.2,0.0
57,57,0.0,0.0,0.0,0.0,23.04871994924775,0.0,0,0,11.2,0.0
69,71,34.76861434802933,17.384307174014666,0.3725205139754839,-0.0004447811896191034,23.05391271180124,-0.13681970203709334,0,0,11.2,0.0
