active,angle,s0,s1,s2,s3,s4,line_position
True,11.906,0,264,1156,608,264,0.3804537521815009
True,11.762,0,392,1200,772,296,0.36541353383458647
True,11.785,0,456,1256,800,260,0.31168831168831174
True,12.05,64,452,1200,796,264,0.30293159609120524
True,12.387,80,424,1172,676,144,0.18129770992366412
True,12.522,48,400,1192,648,112,0.17407407407407405
True,12.605,0,516,1188,576,128,0.1312292358803987
True,12.708,0,616,1160,464,8,-0.06049822064056936
True,12.643,0,652,1132,460,8,-0.07815275310834813
True,12.672,0,676,1068,340,0,-0.16122840690978885
True,12.533,84,684,1132,240,0,-0.285981308411215
True,12.603,112,648,1128,204,0,-0.3193116634799235
True,12.566,176,648,1128,112,112,-0.4108910891089109
True,12.372,104,552,1068,360,264,0.07002188183807438
True,12.196,0,496,1072,436,468,0.3543689320388349
True,11.462,92,492,1076,648,648,0.5080128205128205
True,10.831,56,600,1152,696,568,0.40114613180515757
True,10.786,152,728,1212,764,408,0.21884984025559107
True,10.738,168,648,1228,772,296,0.16725352112676056
True,10.854,104,576,1256,792,200,0.1694352159468438
True,11.364,152,464,1256,740,152,0.13772455089820362
True,11.927,0,400,1200,684,88,0.193929173693086
True,12.515,0,372,1148,596,0,0.10586011342155006
True,12.928,0,224,1036,468,0,0.1412037037037037
True,13.142,0,96,980,432,0,0.22281167108753316
True,13.467,0,0,980,404,0,0.29190751445086704
True,13.317,0,88,1008,408,0,0.21276595744680848
True,13.126,0,92,984,352,0,0.18207282913165265
True,12.643,0,244,1032,344,0,0.061728395061728385
True,12.153,0,376,1012,244,0,-0.08088235294117649
True,11.958,0,500,992,288,0,-0.11910112359550562
True,11.931,0,592,1040,276,0,-0.16561844863731656
True,11.959,0,560,1016,312,48,-0.07851239669421489
True,12.02,0,568,1000,348,128,0.017612524461839547
True,12.139,48,508,1048,372,144,0.029787234042553186
