active,angle,s0,s1,s2,s3,s4,line_position,x,y,theta
False,105.84337347253663,0,0,0,0,0,0,0.0,0.0,0.0
False,105.1786884837169,0,0,0,0,0,0,0.0,0.0,0.0
False,104.65941750889519,0,0,0,0,0,0,0.0,0.0,0.0
False,104.39063552883273,0,0,0,0,0,0,0.0,0.0,0.0
False,104.24714209379776,0,0,0,0,0,0,0.0,0.0,0.0
False,104.08965601610501,0,0,0,0,0,0,0.0,0.0,0.0
False,103.85676726071989,0,0,0,0,0,0,0.0,0.0,0.0
False,103.52376907152134,0,0,0,0,0,0,0.0,0.0,0.0
False,102.97732254607827,0,0,0,0,0,0,0.0,0.0,0.0
False,102.21128092646201,0,0,0,0,0,0,0.0,0.0,0.0
False,101.36136699539239,0,0,0,0,0,0,0.0,0.0,0.0
False,100.45819480204362,0,0,0,0,0,0,0.0,0.0,0.0
False,99.52712531486218,0,0,0,0,0,0,0.0,0.0,0.0
False,98.65503453613277,0,0,0,0,0,0,0.0,0.0,0.0
False,97.8765860188999,0,0,0,0,0,0,0.0,0.0,0.0
False,97.1685748277379,0,0,0,0,0,0,0.0,0.0,0.0
False,96.4682417608996,0,0,0,0,0,0,0.0,0.0,0.0
False,95.75961648742275,0,0,0,0,0,0,0.0,0.0,0.0
False,95.045060691773,0,0,0,0,0,0,0.0,0.0,0.0
False,94.36454980867782,0,0,0,0,0,0,0.0,0.0,0.0
False,93.77174962222941,0,0,0,0,0,0,0.0,0.0,0.0
False,93.3527467445187,0,0,0,0,0,0,0.0,0.0,0.0
False,93.1017384900543,0,0,0,0,0,0,0.0,0.0,0.0
False,92.99548212673298,0,0,0,0,0,0,0.0,0.0,0.0
False,92.96904566064974,0,0,0,0,0,0,0.0,0.0,0.0
False,92.90567087258387,0,0,0,0,0,0,0.0,0.0,0.0
False,92.74946390347478,0,0,0,0,0,0,0.0,0.0,0.0
False,92.51964188437186,0,0,0,0,0,0,0.0,0.0,0.0
False,92.17689161711145,0,0,0,0,0,0,0.0,0.0,0.0
False,91.62656975146083,0,0,0,0,0,0,0.0,0.0,0.0
False,90.80207644686372,0,0,0,0,0,0,0.0,0.0,0.0
False,89.77230432826406,0,0,0,0,0,0,0.0,0.0,0.0
False,88.58876090798091,0,0,0,0,0,0,0.0,0.0,0.0
False,87.30829528359875,0,0,0,0,0,0,0.0,0.0,0.0
False,86.03473016486107,0,0,0,0,0,0,0.0,0.0,0.0
False,84.86777304263137,0,0,0,0,0,0,0.0,0.0,0.0
False,83.82298604638713,0,0,0,0,0,0,0.0,0.0,0.0
False,82.99109687029258,0,0,0,0,0,0,0.0,0.0,0.0
False,82.33373157705779,0,0,0,0,0,0,0.0,0.0,0.0
False,81.76870284430944,0,0,0,0,0,0,0.0,0.0,0.0
False,81.1899640308659,0,0,0,0,0,0,0.0,0.0,0.0
