raw_mag_x,raw_mag_y,raw_mag_z,raw_acc_x,raw_acc_y,raw_acc_z
4309,-785,1999,-15086,152,3204
4306,-817,1916,-15475,721,3588
4144,-862,1731,-14782,1542,5977
4170,-904,1728,-14897,1735,4943
4160,-928,1798,-14812,1705,4376
4125,-1013,1958,-16316,1991,83
4057,-1053,1854,-14789,3520,4804
4149,-1069,1888,-15851,1728,2827
4129,-1093,2089,-16949,3106,3022
4120,-1136,2295,-15012,4101,2314
4113,-1120,2718,-15566,4602,-198
4055,-1092,3062,-15107,3999,-1735
3977,-954,3461,-15866,4747,-3865
3823,-684,3817,-14880,5414,-3320
3600,-547,4098,-13226,4846,-8426
3111,-451,4326,-12363,1910,-10376
2419,-147,4567,-11264,4951,-10579
2114,262,4690,-8594,79,-11706
1776,504,4673,-8373,988,-12442
1101,584,4602,-6511,-1127,-15199
605,984,4434,-5045,-5971,-13325
507,1039,4384,-2110,-4508,-16356
63,789,4306,-2379,-780,-15601
-122,877,4189,-1489,-3360,-15981
-154,1129,4160,-900,-5377,-15934
-251,1679,3974,-1211,-8960,-13409
-237,2218,3574,-762,-10389,-12025
-292,2636,3322,-1383,-13598,-9931
-310,2975,2886,-1402,-14033,-6059
-370,3213,2472,-1828,-15946,-4430
-392,3352,2058,-610,-14190,-231
-398,3467,1793,-1758,-16495,1811
-478,3506,1514,-924,-15094,3300
-402,3517,1317,-155,-16612,3557
-494,3520,1026,1187,-15775,8037
-801,3437,756,3602,-14721,7268
-1019,3258,307,5376,-10214,8507
-757,3100,-245,1658,-10926,10794
-164,2843,-671,-1476,-4543,21089
221,2594,-896,-4072,-7065,14745
101,2273,-1090,-1954,-3141,15711
-163,2120,-1222,-240,-5377,15413
-322,1642,-1403,-907,-2406,14854
-51,1479,-1487,-2999,5158,21766
-674,1772,-1379,-170,-3026,19572
-1303,1799,-1210,6644,-7,16048
-1286,1841,-1219,5457,-476,16690
-1286,1841,-1219,4462,-905,16591
-1250,1837,-1264,3128,-1002,17547
-1245,1818,-1239,1018,-5893,10079
-1258,1812,-1223,2737,95,21237
-1243,1619,-1274,1866,4164,14626
-1173,922,-1431,942,5664,14508
-1008,-140,-1218,387,11981,14701
-989,-810,-948,1144,13479,9987
-920,-1350,-481,777,14427,8396
-700,-1801,-4,-205,16713,5314
-629,-2029,418,-253,17090,3675
-556,-2087,745,1066,15411,1368
-500,-2176,1259,216,16075,-889
-410,-2217,1509,-611,16349,-3200
-290,-2293,1873,-1287,15868,-5357
-19,-2253,2353,-1880,14324,-7971
170,-2120,2693,-1875,15401,-4482
310,-2062,3093,-4074,10471,-14631
430,-1780,3493,-2100,9976,-11780
339,-1491,3715,-800,8399,-13879
-50,-1074,3828,1482,4653,-14006
-521,-497,3872,2736,1750,-15445
-850,-97,3820,4381,-1534,-14464
-1163,443,3716,4056,-3239,-15537
-1245,806,3653,3876,-7818,-15865
-1204,1002,3653,3322,-3629,-14492
-1069,681,3736,2083,573,-17554
-793,51,3894,2308,3099,-14920
-750,-492,3765,2754,5162,-14973
-769,-856,3551,2963,6622,-14199
-736,-1204,3361,3027,8299,-13677
-688,-1463,3157,2410,11320,-12295
-535,-1770,2892,1750,12912,-10136
-427,-1980,2608,1588,14954,-8670
-448,-2152,2288,2455,13356,-7834
-508,-2207,1850,2654,15419,-5427
-408,-2270,1476,2153,16237,-3119
-411,-2249,1083,2158,16797,-266
-486,-2112,636,2772,16281,2222
-561,-1925,243,2688,16009,3390
-559,-1704,-182,3046,15219,7197
-732,-1255,-729,2539,14303,10558
-747,-732,-1097,2735,9992,11829
-881,16,-1349,3501,7842,14776
-615,816,-1527,-3515,1090,8389
972,1588,-1173,-16534,-1964,23203
2195,2202,-312,-11995,-4955,10140
2162,2592,-41,-12180,-5745,10469
2204,3050,722,-10883,-10944,3743
2146,3273,1727,-13586,-12285,2599
1956,3326,2136,-9723,-13081,1053
1374,3257,2707,-6678,-12313,-2483
904,3087,3152,-3055,-13566,-9612
911,2738,3591,-3418,-14960,-5317
546,2612,3616,-120,-16763,-7851
426,2191,3866,733,-12072,-11562
332,1926,4026,1720,-11752,-8906
148,1724,4080,4187,-11470,-11019
73,1452,4070,3329,-9226,-13001
8,941,4258,3359,-7445,-14064
-108,387,4205,4533,-5362,-14566
75,-154,4176,3924,-2697,-16332
53,-536,4060,4823,-421,-16004
-317,-678,3777,8156,2725,-12413
-603,-1000,3570,8900,4926,-13677
-616,-1273,3215,10257,3779,-12233
-1008,-1347,2865,12961,2984,-8516
-1232,-1549,2282,13697,5713,-3822
-1373,-1688,1795,13743,7828,-1846
-1110,-1793,1558,12219,10962,-4732
-843,-1992,1399,12566,12126,-2013
-836,-2015,1370,13871,9752,-953
-562,-1975,2248,15731,17818,-8299
-1071,-1680,2203,13565,2362,-2423
-1381,-1274,2661,14031,9493,-6716
-1158,-492,3430,14794,-1296,-4051
-1180,80,3636,14202,1350,-10122
-1237,693,3666,13775,-538,-9064
-1429,1346,3335,15355,-3085,-5203
-1514,2039,2971,14290,-7906,-4844
-1349,2620,2543,13825,-8258,-2232
-1577,2865,1955,14131,-8284,-179
-1826,2949,1381,15242,-6989,4697
-2107,2798,754,14274,-7120,3462
-2290,2541,191,15228,-5382,7927
-2369,2380,-18,15319,-314,7859
-2381,1971,-379,14206,-73,7289
-2545,1771,-409,14464,1579,6394
-2486,1620,-585,14337,-418,5754
-2452,1512,-701,16140,-41,4792
-2309,1303,-853,14568,1205,7698
-2120,1344,-1014,14466,3470,5562
-1663,1325,-1241,11538,-2822,11414
-1399,1490,-1335,11502,-6026,9604
-1477,1401,-1313,12875,-5098,8027
-1755,925,-1235,13364,-1565,11487
-1893,368,-1107,16355,4522,8368
-2104,256,-937,17480,2856,5718
-2203,236,-934,15590,753,7097
-2202,380,-921,14493,-2660,4338
-2139,606,-1004,14919,-2076,6757
-2192,766,-1007,12937,-5865,8789
-2070,924,-1142,9462,-6807,9604
-2075,1020,-1136,9650,-9345,9702
-2190,1001,-984,8083,-9657,11604
-2264,825,-999,9143,-8130,11929
-2027,871,-1101,7859,-6907,13294
-1578,733,-1341,2600,-4590,17914
-1460,475,-1356,2114,-2216,18641
-1689,517,-1261,3746,-3240,16527
-1878,403,-1217,4787,-580,17262
-1906,210,-1048,3798,4610,16005
-2034,187,-989,5170,5183,13021
-1925,185,-992,3057,6593,13950
-1822,-6,-1041,7273,1086,11924
-1638,-339,-1005,4247,9892,12527
-1369,-741,-824,1564,15977,12393
-1599,-932,-525,3719,13667,9673
-1991,-952,-125,4601,13959,8865
-2157,-1011,257,12420,17644,2450
-2530,-611,715,13652,11438,-5492
-2742,-317,637,10875,11764,-4625
-2632,-297,540,10254,5542,2518
-2539,-601,955,12760,10545,-3762
-2376,-819,1056,13679,9261,-4084
-2533,-598,621,16915,5610,-12133
-2595,-422,568,14883,3709,-5153
-2590,-485,835,15576,3011,-6490
-2599,-488,832,15120,2311,-3235
-2635,-382,1240,14986,-2563,-2504
-2480,-518,1565,15679,540,-4468
-2224,-581,2012,15142,610,-5098
-2053,-423,2431,14864,-120,-5881
-1991,41,2679,14894,-1354,-3868
-1965,479,2899,16757,-1710,-6696
-2378,772,2428,14026,-4402,-1124
-2619,1069,2005,14568,-5436,-2474
-2837,1521,1617,13731,-5548,1204
-2897,1807,1176,15515,-7171,3524
-2668,2340,467,8344,-10266,8056
-2415,2500,103,9396,-10358,9355
-2415,2500,-267,11263,-5556,19569
-2181,2539,-615,2230,-9148,13267
-1712,2587,-615,6533,-10261,12957
-1556,2538,-796,-209,-8885,15256
-1539,2502,-831,4229,-9024,15878
-1590,2420,-793,6041,-4018,14890
-1808,1871,-1100,3344,744,16768
-1799,1298,-1228,3165,-142,14630
-1940,1396,-1110,3810,981,16415
-2077,1258,-1089,7037,-249,15497
-2388,1211,-809,8917,1882,14800
-2529,843,-691,10617,2856,12819
-2586,706,-614,9320,868,12212
-2513,784,-644,6446,2560,14511
-2312,697,-895,2795,4061,15406
-2054,625,-1004,-737,2897,12981
-1604,620,-1235,-13294,-3012,32749
-1298,931,-1328,7795,-1614,15147
-1765,890,-1089,846,-1368,18141
-1687,942,-1214,3147,-1118,16410
-1667,880,-1177,2466,-1261,16531
-1676,886,-1197,2380,-1148,16609
-1637,872,-1179,2265,-974,16828
