phase,x,y,theta,angle,dE.I
1,-21.20562219777862,-2.4858925313561713,3.8309516570386193,8.649021090566613,-72.7211246526734
1,-23.93042455902881,-2.681428252362491,4.378230465186992,10.006144691893862,-73.06298786065952
1,-27.89087600261236,-3.003687480153408,4.925509273335364,11.367368474811183,-73.46142894641112
1,-30.612037096964187,-3.244741374595661,5.199148677409552,12.819118614218876,-73.89874376208203
1,-33.209234320095185,-3.4779395974470764,5.0623289753724565,14.345906042337742,-74.37316139522625
1,-34.8173632198801,-3.6184606680747065,4.925509273335364,15.793984537387109,-74.87055229836739
1,-37.64231313565748,-3.6184606680747065,4.925509273335366,16.74282404458097,-75.40829962887678
1,-39.251091750630415,-3.7512996362261917,4.515050167224086,17.58430003112302,-75.96902951102864
1,-40.117997564011084,-3.8145505249779337,3.8309516570386193,17.391327687055355,-76.54214376194308
1,-40.613733155567516,-3.8453687764157976,3.283672848890244,17.30606906494974,-77.12233994987976
1,-41.109740498355364,-3.871450518267738,2.7363940407418688,16.95532914285557,-77.70962195699911
1,-41.35783193544723,-3.882714437584932,2.462754636667683,16.726459714646694,-78.3004481275055
1,-41.481897119908936,-3.8879020425045208,2.325934934630588,16.283391446259884,-78.89304665778992
1,-41.481897119908936,-3.8879020425045208,2.325934934630588,15.973411002179848,-79.48564518807434
1,-41.60597433839238,-3.8927933709264755,2.1891152325934935,15.64056805998671,-80.08001625005137
1,-41.60597433839238,-3.8927933709264755,2.1891152325934935,15.378061043209957,-80.6743873120284
1,-41.60597433839238,-3.8927933709264755,2.1891152325934935,15.092935227998487,-81.26875837400543
1,-41.60597433839238,-3.8927933709264755,2.1891152325934935,14.885567384076545,-81.86312943598246
1,-41.73005155687582,-3.89768469934843,2.325934934630588,14.711241227676895,-82.45927302965211
1,-41.73005155687582,-3.89768469934843,2.325934934630588,14.593973306243004,-83.05541662332176
1,-41.73005155687582,-3.89768469934843,2.325934934630588,14.439452051810504,-83.65156021699141
1,-41.854128775359264,-3.902576027770385,2.1891152325934935,14.426059121565757,-84.24947634235369
1,-41.97821732033607,-3.9071710518027696,2.052295530556399,14.487990705781307,-84.84916516121564
1,-42.22642555933739,-3.915472083579354,1.7786561264822132,14.566053676204517,-85.45239981206332
1,-42.47467061243372,-3.9225876053377977,1.5050167224080273,14.777461293523237,-86.05918082081237
1,-42.72294681733928,-3.9285174547783237,1.2313773183338417,14.83506692464549,-86.66950863248864
1,-42.84709483205839,-3.9310377090555253,1.0945576162967467,15.017811064862721,-87.28160998723233
1,-42.97124851105774,-3.933261496645458,0.9577379142596522,15.208758446004286,-87.89548496596173
