mag_x, mag_y, mag_z
  353.68, -907.27, -139.24
  279.90, -899.14, -307.16
  276.68, -806.72, -335.39
  390.70, -642.38, -646.61
  661.74, -421.12, -592.34
  875.65, -225.30, -400.66
  853.67,  -76.93, -495.08
  771.10,   71.21, -639.75
  586.06,  249.39, -797.99
  328.62,  303.13, -919.28
  135.41,  253.99, -983.69
  -11.22,  212.08, -974.03
 -209.87,  161.72, -955.94
 -413.67,   81.67, -900.68
 -537.30,  -53.51, -687.80
 -677.89, -160.97, -714.75
 -791.31, -154.64, -601.81
 -879.11, -188.02, -450.27
 -964.32, -143.42, -226.73
-1011.59,   21.10,  -17.10
 -960.86,  191.26,  203.00
 -888.85,  322.80,  294.45
 -818.57,  413.29,  326.18
 -797.06,  467.61,  354.67
 -714.79,  594.18,  340.78
 -637.80,  691.46,  322.19
 -603.79,  748.87,  368.77
 -524.71,  820.42,  -13.26
 -478.42,  828.72, -202.07
 -431.87,  785.64, -428.89
 -350.77,  605.88, -720.06
 -217.57,  381.51, -907.52
  -85.91,  123.94, -988.98
  -41.08, -125.54, -997.50
 -106.43, -308.87, -927.21
 -148.74, -493.51, -858.05
  -98.47, -661.00, -727.32
  -17.99, -793.25, -579.43
   82.29, -867.54, -285.27
   20.39, -936.23, -314.09
  -20.68, -969.55, -245.10
  -22.21, -986.17, -191.49
  168.94, -957.04, -216.52
  495.38, -835.03, -223.65
  710.47, -687.90, -176.34
  863.04, -498.26, -130.58
  945.26, -349.53, -153.39
 1010.11, -105.82, -104.35
 1000.54,  170.21, -150.73
  946.26,  324.49, -229.88
  967.32,  272.58, -165.24
  990.71,  105.18, -201.14
 1009.75,   64.28,   19.64
  999.52,   46.38,   79.59
  991.18,  168.38,  151.52
 1001.12,  183.82,  105.82
  997.44,  167.12,  116.58
  996.50,  201.51,   37.71
  959.21,  318.15,   39.71
  906.11,  454.66,   32.19
  819.10,  596.88,  -16.03
  687.50,  733.11,  -54.76
  552.29,  868.24,  -55.53
  503.10,  825.89, -240.96
  483.51,  813.07, -339.77
  454.30,  775.42, -431.96
  465.24,  778.37, -397.35
  505.03,  809.49, -319.92
  491.60,  751.07, -417.57
  487.10,  737.43, -465.40
  359.48,  746.86, -547.19
  265.77,  646.29, -713.37
  259.03,  403.84, -866.42
  207.59,  140.43, -818.07
  -84.56, -150.48, -957.37
 -292.46, -390.48, -862.41
 -498.50, -532.82, -672.51
 -455.58, -731.65, -536.46
 -284.82, -890.09, -340.55
 -157.86, -972.64, -195.02
   45.03, -997.16,  -98.27
  315.37, -940.74,  -16.78
  471.90, -867.82,  202.46
  529.66, -753.41,  451.47
  360.32, -386.41,  873.45
  216.70,  119.15, 1100.69
  332.44,  290.53,  886.29
  466.11,  470.59,  751.00
  545.62,  661.42,  513.07
  592.72,  730.44,  344.88
  616.45,  731.74,  270.58
  582.60,  788.95,  164.81
  530.88,  830.89,  104.16
  539.57,  831.76,   60.42
  530.05,  844.77,  -36.59
  489.98,  865.94,  -60.70
  366.79,  923.11,  -41.39
  248.90, 1003.38,  135.51
   40.96, 1004.91, -107.49
 -112.43,  971.68, -253.01
 -261.29,  882.07, -382.21
 -325.73,  864.52, -411.30
 -480.37,  785.55, -361.94
 -538.92,  747.02, -403.88
 -512.50,  699.15, -487.61
 -496.52,  678.45, -571.11
 -398.27,  608.38, -700.33
 -466.07,  541.90, -722.51
 -414.51,  470.81, -812.76
 -218.00,  344.47, -773.25
   -1.66,  152.70, -975.27
   18.81,   55.02,-1000.63
  -99.13,   -8.66,-1008.78
 -182.00, -135.95, -977.92
 -335.31, -289.07, -895.76
 -332.79, -546.41, -789.94
 -158.57, -743.85, -668.88
  -77.56, -791.02, -635.95
   13.80, -834.68, -579.01
  237.57, -923.96, -327.37
  583.21, -810.60,   66.23
  801.29, -480.79,  515.33
  890.49, -204.07,  390.04
  988.07,    4.69,  186.67
  996.96,   53.45, -178.45
  830.70,   18.02, -565.28
  535.96,  -23.90, -838.98
  283.43,  -57.91, -951.68
   70.55, -167.15, -971.64
 -175.24, -360.73, -901.86
 -402.92, -572.39, -716.60
 -639.97, -669.49, -391.25
 -816.61, -596.97,  -61.39
 -849.15, -436.03,  355.86
 -862.06, -274.27,  445.32
 -867.62,  -75.26,  492.29
 -938.05,   42.88,  340.18
 -999.23,    3.76,  127.69
 -990.49, -127.97,   16.01
 -952.50, -324.18,   26.89
 -852.66, -535.97,  105.43
 -648.66, -749.41,  219.74
 -648.66, -749.41,  219.74
 -403.45, -875.42,  331.08
  -85.03, -925.79,  364.52
  244.97, -877.03,  410.32
  494.54, -746.42,  570.96
  626.12, -618.72,  454.92
  731.74, -501.15,  436.96
  782.13, -436.23,  436.76
  746.03, -363.75,  548.10
  783.93, -292.97,  547.69
  821.95, -220.96,  500.16
  938.32,  -57.35,  342.25
  975.50,  211.13,   72.28
  885.75,  447.81, -171.26
  653.25,  674.57, -352.29
  414.13,  777.53, -452.53
  161.68,  823.64, -431.94
 -107.03,  755.47, -635.40
 -298.56,  696.78, -656.89
 -392.06,  654.57, -634.70
 -358.80,  683.18, -622.53
 -317.36,  721.06, -623.47
 -279.57,  689.91, -640.94
 -251.15,  671.10, -711.92
 -196.11,  596.87, -767.78
 -193.78,  520.13, -823.34
 -220.14,  459.30, -849.92
 -297.87,  284.37, -897.44
 -372.43,  154.81, -746.21
 -567.73,   25.28, -832.71
 -644.52,   47.39, -763.60
 -639.46,  144.67, -754.73
 -601.18,  268.23, -760.42
 -516.70,  485.12, -699.21
 -217.63,  708.94, -683.53
   42.68,  815.46, -591.30
   91.45,  872.47, -481.96
   15.25,  912.53, -394.09
 -159.81,  948.09, -205.65
 -282.34,  961.23,  201.35
 -470.11,  828.71,  305.86
 -500.03,  606.66,  566.85
 -493.54,  349.79,  749.69
 -483.95,  112.95,  826.11
 -520.15, -193.14,  788.65
 -516.12, -490.08,  674.31
 -505.46, -712.71,  456.55
 -464.71, -870.87,  197.57
 -347.58, -938.42,  -89.24
 -170.83, -940.20, -315.42
   32.82, -919.77, -416.09
   78.88, -862.72, -310.18
   37.40, -864.07, -535.76
  -29.39, -822.34, -595.42
 -111.90, -763.30, -662.43
 -121.18, -655.94, -758.94
  -70.36, -574.99, -809.02
  -44.72, -499.64, -862.07
   -6.06, -425.38, -894.67
   21.54, -339.62, -946.70
    6.26, -201.70, -977.65
  -74.74,    3.81, -997.94
  -58.17,  220.21, -973.04
   48.73,  443.12, -760.45
 -123.23,  576.61, -816.31
 -292.63,  695.76, -667.06
 -423.70,  734.07, -546.63
 -530.47,  759.15, -402.96
 -636.20,  756.30, -229.29
 -710.66,  723.56,  -29.00
 -702.65,  708.09,  163.75
 -620.60,  727.79,  292.58
 -543.37,  731.08,  432.69
 -364.93,  764.55,  535.50
 -245.06,  780.37,  579.27
  -57.01,  828.09,  746.59
   42.52,  807.60,  569.24
  120.77,  837.91,  519.03
  146.52,  871.92,  413.73
  183.90,  916.07,  312.64
  320.67,  908.07,  143.89
  573.85,  799.17,   53.91
  742.69,  660.06,   -8.54
  851.14,  528.57, -133.01
  913.30,  362.30, -236.41
  932.46,  185.98, -309.29
  922.48,   10.93, -407.28
  917.16, -155.55, -337.06
  752.10, -432.32, -515.51
  647.46, -578.90, -504.97
  594.00, -668.40, -493.43
  543.48, -726.82, -469.56
  492.43, -775.49, -414.36
  401.15, -852.92, -408.47
  326.73, -905.57, -342.20
  162.84, -942.18, -331.29
  -82.24, -984.49, -271.02
 -308.24, -940.84, -173.21
 -525.15, -855.57,  -74.48
 -706.94, -682.79,  148.14
 -858.32, -540.84,  117.28
 -903.75, -416.30,  175.28
 -956.23, -325.49,  157.19
 -963.94, -257.12,  174.70
 -934.35, -253.21,  284.44
 -879.82, -314.04,  445.97
 -797.57, -274.78,  557.61
 -719.59, -192.06,  687.83
 -409.91, -147.33,  906.38
 -188.62, -138.22,  979.06
   -0.77,  -87.14,  997.66
  228.68,  -86.49, 1096.24
  393.45, -101.35,  893.45
  574.76,  -50.64,  780.22
  709.15,   69.98,  673.84
  830.05,  210.73,  472.69
  943.99,  272.32,  227.91
  979.55,  265.73,  -49.62
  946.33,  187.80, -291.80
  908.10,   40.07, -472.29
  844.50,  -75.29, -577.94
  743.27, -171.16, -686.08
  717.23, -277.71, -661.41
  781.51, -336.09, -423.47
  800.01, -391.48, -465.45
  867.16, -326.88, -342.14
  930.24, -218.75, -278.27
  962.78,  -89.38, -269.75
  958.24,  -68.47, -260.71
  969.64, -170.27, -195.90
  942.93, -281.40, -212.89
  904.16, -418.01, -113.00
  839.27, -549.43,  -35.68
  798.61, -608.80,   43.97
  742.32, -687.20,   47.31
  621.64, -790.36,  138.30
  398.37, -929.21,  -28.20
  226.37, -994.43,  -16.92
   19.93,-1006.43,  -22.73
 -201.42, -982.33,   58.28
 -420.82, -916.57,  117.39
 -628.29, -731.24,  318.61
 -689.25, -522.69,  506.57
 -644.39, -246.63,  753.36
 -327.33,   56.36,  927.78
 -327.33,   56.36,  927.78
   34.35,  357.72,  906.82
  216.72,  649.46,  873.78
  281.89,  754.61,  553.93
  381.58,  844.23,  312.01
  486.77,  861.64,   59.33
  526.60,  816.16, -194.05
  534.81,  749.27, -393.95
  607.59,  604.33, -545.87
  648.61,  441.40, -623.35
  642.98,  368.01, -700.49
  671.36,  338.81, -677.57
  820.70,  337.57, -500.43
  948.74,  370.48,  -83.97
  920.96,  427.55,  442.09
  824.98,  374.25,  410.67
  850.14,  374.81,  402.74
  867.06,  296.81,  431.38
  830.28,  204.64,  530.61
  747.08,  109.30,  655.03
  753.39,   -2.12,  656.99
  858.34, -114.98,  505.53
  866.70, -207.81,  478.88
  783.70, -293.22,  567.87
  686.97, -388.77,  611.42
  614.93, -441.23,  661.03
  638.85, -400.29,  823.18
  656.40, -393.55,  638.99
  766.85, -313.15,  557.72
  835.36, -189.38,  517.84
  886.03,  -81.05,  438.90
  979.12, -146.17,  184.96
 1005.21,  -66.47,    8.79
  988.88,   79.87, -228.73
  863.36,  291.79, -439.33
  751.06,  443.10, -486.71
  647.68,  523.64, -564.58
  512.49,  620.60, -585.93
  335.39,  733.94, -455.71
  149.50,  484.27, -848.95
   97.53,  616.20, -768.75
  142.21,  689.56, -675.66
   48.39,  696.73, -686.70
 -167.82,  750.80, -609.06
 -225.94,  766.35, -603.90
 -275.62,  692.95, -654.52
 -464.15,  598.92, -643.71
 -767.47,  267.56, -563.46
 -897.13,    3.16, -442.05
 -878.37, -114.38, -473.37
 -694.74,  144.36, -541.31
 -439.97,  688.65, -549.05
  -98.15,  943.67, -201.91
  197.32,  941.49,   32.98
  517.67,  816.77,   -4.26
  696.84,  622.25, -290.61
  764.36,  399.21, -531.27
  683.45,  265.31, -733.09
  436.58,  245.00, -860.24
  105.48,  336.64, -928.96
 -215.36,  485.07, -841.03
 -338.52,  640.18, -663.40
 -165.14,  919.21, -243.49
 -133.57,  967.86,   76.89
 -221.15,  880.49,  386.02
 -221.43,  805.93,  534.49
 -129.41,  812.58,  546.03
    3.03,  921.17,  307.23
   41.52,  974.32, -138.62
  -14.92,  910.10, -392.84
 -107.01,  806.94, -560.04
 -249.64,  771.54, -568.71
 -317.96,  828.18, -422.12
 -312.80,  906.48, -248.50
 -224.98,  983.70,   10.81
 -184.23,  981.69,   32.90
  -38.68,  985.97,  133.86
   77.55,  984.18,  137.30
   67.73,  998.92,   43.01
   46.92,  988.61,  -83.77
  118.75,  963.25, -205.12
  190.73,  948.41, -275.40
  310.37,  917.47, -251.52
  419.64,  894.11, -131.94
  401.85,  909.13,  -47.03
  274.72,  946.11,  -74.26
  120.69,  990.55,   26.01
  -28.80,  966.04, -114.01
 -155.86,  945.68, -161.24
 -312.01,  901.65, -210.78
 -435.91,  853.35, -160.77
 -516.17,  823.92,  -66.30
 -551.36,  798.00,  -92.01
 -639.84,  740.97,  -67.01
 -639.50,  733.96, -122.26
 -582.45,  760.33, -234.59
 -536.54,  775.56, -317.43
 -439.51,  810.37, -383.74
 -215.37,  834.65, -396.82
   68.98,  752.69, -666.12
  253.79,  701.01, -655.64
  375.92,  741.67, -570.72
  457.62,  742.40, -515.02
  514.61,  734.71, -449.81
  558.44,  738.60, -434.21
  551.04,  766.60, -337.30
  493.79,  821.09, -310.06
  549.02,  782.81, -298.97
  635.89,  731.58, -233.73
  660.53,  733.42,  -20.80
  770.71,  682.16,  -29.18
  767.32,  618.19,   88.68
  806.76,  564.28,   34.98
  842.54,  509.92,   72.26
  843.05,  443.03,  273.86
  775.52,  370.24,  471.79
  766.47,  268.66,  539.84
  774.58,  148.52,  571.07
  736.70,   18.02,  629.42
  695.13, -116.85,  665.51
  648.43, -297.82,  645.20
  669.99, -372.83,  763.84
  613.72, -534.67,  527.46
  588.86, -653.53,  442.57
  497.86, -781.23,  334.08
  367.54, -888.10,  270.91
  213.73, -932.55,  303.84
  105.27, -916.23,  392.87
   58.32, -887.15,  449.57
   38.27, -860.34,  490.77
   50.53, -850.36,  516.64
   83.78, -865.37,  495.35
  122.19, -865.00,  478.60
  113.03, -872.53,  566.39
  -42.66, -916.01,  371.81
 -156.26, -905.76,  386.42
 -247.84, -889.65,  372.07
 -314.45, -879.41,  363.88
 -399.07, -842.15,  364.04
 -468.99, -820.91,  345.46
 -535.68, -790.10,  329.91
 -594.97, -709.19,  376.69
 -636.17, -584.11,  468.74
 -645.63, -426.08,  629.95
 -563.76, -246.56,  784.52
 -404.14,  -98.60, 1031.99
 -141.92,  -46.56,  965.20
 -141.92,  -46.56,  965.20
  141.16,   48.38,  950.00
  323.13,  143.15,  916.30
  321.56,  184.33,  922.63
  185.28,  271.04,  929.70
   63.04,  421.46,  901.24
   17.36,  537.33,  825.36
  -19.55,  623.52,  782.61
 -106.74,  725.16,  667.59
 -168.89,  778.52,  566.27
 -268.03,  827.19,  470.24
 -302.19,  900.72,  517.89
 -321.46,  895.64,  333.50
 -262.61,  940.89,  280.39
 -230.72,  945.60,  142.71
 -255.18,  969.60,   36.35
 -323.07,  927.16, -227.42
 -316.40,  786.44, -540.62
 -352.55,  549.79, -756.60
 -381.69,  331.92, -871.36
 -467.52,  175.85, -870.62
 -550.41,   -9.28, -820.09
 -614.89, -272.66, -723.32
 -594.66, -441.31, -513.29
 -638.88, -631.21, -475.52
 -656.29, -741.65, -267.87
 -682.87, -749.15, -115.94
 -659.16, -783.04,  -33.87
 -678.13, -763.00,  -24.95
 -741.43, -692.95,    3.26
 -876.46, -504.61,   26.85
 -919.31, -389.70, -123.35
 -957.48, -240.96, -173.32
 -972.68,  -82.14, -229.53
 -947.69,   51.06, -327.47
 -858.35,  211.31, -284.14
 -814.59,  240.00, -498.74
 -685.38,  266.85, -679.19
 -579.33,  213.83, -789.95
 -465.69,  128.99, -878.83
 -446.32,  196.54, -873.87
 -413.32,  391.98, -816.19
 -404.15,  549.94, -731.36
 -364.47,  703.67, -596.41
 -323.65,  818.50, -477.07
 -318.14,  870.85, -378.26
 -535.48,  807.11, -254.37
 -755.97,  560.50, -174.37
 -811.31,  155.87, -576.52
 -681.62, -132.33, -721.82
 -547.48, -240.33, -825.85
 -437.32, -270.35, -867.90
 -325.81, -272.74, -908.19
 -241.46, -280.23, -952.40
 -125.64, -270.94, -970.25
   30.43, -238.56, -993.29
   31.43, -234.05, -989.40
   22.11, -224.88, -977.04
  -16.79, -175.10, -990.22
   -9.12, -170.88, -836.99
  -15.42, -249.53, -991.57
   17.01, -267.05, -972.50
   59.39, -223.45, -972.42
  157.00, -164.51, -978.46
  193.27,  -21.72,-1006.50
  126.44,  -17.32, -975.86
  -16.38,    3.90,-1001.26
 -204.04,   23.99, -993.23
 -245.92,  -63.29, -976.15
 -200.25, -164.57, -979.37
 -357.18, -142.64, -786.13
 -273.38, -149.41, -986.89
 -290.12, -151.80, -961.96
 -352.31, -152.62, -954.42
 -387.36, -137.12, -961.41
 -331.28, -142.65, -969.42
 -340.48, -154.94, -955.92
 -335.71, -111.12, -968.79
