raw_mag_x,raw_mag_y,raw_mag_z
-2676,-278,-1889
-2676,-278,-1889
-2676,-278,-1889
-2676,-278,-1889
-2676,-278,-1889
-2676,-278,-1889
-3651,-475,-1235
-3651,-475,-1235
-3651,-475,-1235
-3651,-475,-1235
-3651,-475,-1235
-3651,-475,-1235
-3651,-475,-1235
-4156,-577,-455
-4156,-577,-455
-4156,-577,-455
-4156,-577,-455
-4156,-577,-455
-4156,-577,-455
-4156,-577,-455
-4225,-669,79
-4225,-669,79
-4225,-669,79
-4225,-669,79
-4225,-669,79
-4225,-669,79
-4225,-669,79
-4207,-553,143
-4207,-553,143
-4207,-553,143
-4207,-553,143
-4207,-553,143
-4207,-553,143
-4207,-553,143
-4206,-431,115
-4206,-431,115
-4206,-431,115
-4206,-431,115
-4206,-431,115
-4206,-431,115
-4206,-431,115
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4193,-412,129
-4234,-598,137
-4234,-598,137
-4234,-598,137
-4234,-598,137
-4234,-598,137
-4234,-598,137
-4234,-598,137
-4084,-566,252
-4084,-566,252
-4084,-566,252
-4084,-566,252
-4084,-566,252
-4084,-566,252
-4084,-566,252
-4053,-523,-789
-4053,-523,-789
-4053,-523,-789
-4053,-523,-789
-4053,-523,-789
-4053,-523,-789
-4053,-523,-789
-3812,-642,-1147
-3812,-642,-1147
-3812,-642,-1147
-3812,-642,-1147
-3812,-642,-1147
-3812,-642,-1147
-3812,-642,-1147
-3470,-779,-1532
-3470,-779,-1532
-3470,-779,-1532
-3470,-779,-1532
-3470,-779,-1532
-3470,-779,-1532
-3470,-779,-1532
-2866,-1304,-1794
-2866,-1304,-1794
-2866,-1304,-1794
-2866,-1304,-1794
-2866,-1304,-1794
-2866,-1304,-1794
-2866,-1304,-1794
-1468,-1357,-2062
-1468,-1357,-2062
-1468,-1357,-2062
-1468,-1357,-2062
-1468,-1357,-2062
-1468,-1357,-2062
-1468,-1357,-2062
903,-1894,-1309
903,-1894,-1309
903,-1894,-1309
903,-1894,-1309
903,-1894,-1309
903,-1894,-1309
903,-1894,-1309
1296,-2039,-1128
1296,-2039,-1128
1296,-2039,-1128
1296,-2039,-1128
1296,-2039,-1128
1296,-2039,-1128
1296,-2039,-1128
540,-2201,-1470
540,-2201,-1470
540,-2201,-1470
540,-2201,-1470
540,-2201,-1470
540,-2201,-1470
540,-2201,-1470
-750,-2375,-1694
-750,-2375,-1694
-750,-2375,-1694
-750,-2375,-1694
-750,-2375,-1694
-750,-2375,-1694
-750,-2375,-1694
-2434,-2351,-1449
-2434,-2351,-1449
-2434,-2351,-1449
-2434,-2351,-1449
-2434,-2351,-1449
-2434,-2351,-1449
-2434,-2351,-1449
-3316,-2106,-392
-3316,-2106,-392
-3316,-2106,-392
-3316,-2106,-392
-3316,-2106,-392
-3316,-2106,-392
-3316,-2106,-392
-3796,-2129,-108
-3796,-2129,-108
-3796,-2129,-108
-3796,-2129,-108
-3796,-2129,-108
-3796,-2129,-108
-3796,-2129,-108
-3700,-2293,705
-3700,-2293,705
-3700,-2293,705
-3700,-2293,705
-3700,-2293,705
-3700,-2293,705
-3700,-2293,705
-3410,-2562,962
-3410,-2562,962
-3410,-2562,962
-3410,-2562,962
-3410,-2562,962
-3410,-2562,962
-3410,-2562,962
-3202,-2981,417
-3202,-2981,417
-3202,-2981,417
-3202,-2981,417
-3202,-2981,417
-3202,-2981,417
-3202,-2981,417
-2770,-3140,-429
-2770,-3140,-429
-2770,-3140,-429
-2770,-3140,-429
-2770,-3140,-429
-2770,-3140,-429
-2770,-3140,-429
-2229,-3048,-975
-2229,-3048,-975
-2229,-3048,-975
-2229,-3048,-975
-2229,-3048,-975
-2229,-3048,-975
-2229,-3048,-975
-1782,-2589,-1552
-1782,-2589,-1552
-1782,-2589,-1552
-1782,-2589,-1552
-1782,-2589,-1552
-1782,-2589,-1552
-1782,-2589,-1552
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1502,-2331,-1679
-1321,-2167,-1747
-1321,-2167,-1747
-1321,-2167,-1747
-1321,-2167,-1747
-1321,-2167,-1747
-1321,-2167,-1747
-1321,-2167,-1747
-985,-2040,-1817
-985,-2040,-1817
-985,-2040,-1817
-985,-2040,-1817
-985,-2040,-1817
-985,-2040,-1817
-985,-2040,-1817
-320,-1992,-1710
-320,-1992,-1710
-320,-1992,-1710
-320,-1992,-1710
-320,-1992,-1710
-320,-1992,-1710
-320,-1992,-1710
817,-2066,-881
817,-2066,-881
817,-2066,-881
817,-2066,-881
817,-2066,-881
817,-2066,-881
817,-2066,-881
1024,-2296,-1125
1024,-2296,-1125
1024,-2296,-1125
1024,-2296,-1125
1024,-2296,-1125
1024,-2296,-1125
1024,-2296,-1125
700,-2487,-1243
700,-2487,-1243
700,-2487,-1243
700,-2487,-1243
700,-2487,-1243
700,-2487,-1243
700,-2487,-1243
180,-2583,-1341
180,-2583,-1341
180,-2583,-1341
180,-2583,-1341
180,-2583,-1341
180,-2583,-1341
180,-2583,-1341
-604,-2569,-1499
-604,-2569,-1499
-604,-2569,-1499
-604,-2569,-1499
-604,-2569,-1499
-604,-2569,-1499
-604,-2569,-1499
-1466,-2377,-1719
-1466,-2377,-1719
-1466,-2377,-1719
-1466,-2377,-1719
-1466,-2377,-1719
-1466,-2377,-1719
-1466,-2377,-1719
-3030,-2016,-1337
-3030,-2016,-1337
-3030,-2016,-1337
-3030,-2016,-1337
-3030,-2016,-1337
-3030,-2016,-1337
-3030,-2016,-1337
-3967,-1586,-537
-3967,-1586,-537
-3967,-1586,-537
-3967,-1586,-537
-3967,-1586,-537
-3967,-1586,-537
-3967,-1586,-537
-4086,-1326,-221
-4086,-1326,-221
-4086,-1326,-221
-4086,-1326,-221
-4086,-1326,-221
-4086,-1326,-221
-4086,-1326,-221
-4092,-803,-566
-4092,-803,-566
-4092,-803,-566
-4092,-803,-566
-4092,-803,-566
-4092,-803,-566
-4092,-803,-566
-3877,-5,-905
-3877,-5,-905
-3877,-5,-905
-3877,-5,-905
-3877,-5,-905
-3877,-5,-905
-3877,-5,-905
-3553,370,-971
-3553,370,-971
-3553,370,-971
-3553,370,-971
-3553,370,-971
-3553,370,-971
-3553,370,-971
-2966,822,-683
-2966,822,-683
-2966,822,-683
-2966,822,-683
-2966,822,-683
-2966,822,-683
-2966,822,-683
-2329,973,-1441
-2329,973,-1441
-2329,973,-1441
-2329,973,-1441
-2329,973,-1441
-2329,973,-1441
-2329,973,-1441
-1678,1198,-1381
-1678,1198,-1381
-1678,1198,-1381
-1678,1198,-1381
-1678,1198,-1381
-1678,1198,-1381
-1678,1198,-1381
-1493,1353,-1236
-1493,1353,-1236
-1493,1353,-1236
-1493,1353,-1236
-1493,1353,-1236
-1493,1353,-1236
-1493,1353,-1236
-1660,1120,-1475
-1660,1120,-1475
-1660,1120,-1475
-1660,1120,-1475
-1660,1120,-1475
-1660,1120,-1475
-1660,1120,-1475
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-1899,815,-1740
-2022,666,-1825
-2022,666,-1825
-2022,666,-1825
-2022,666,-1825
-2022,666,-1825
-2022,666,-1825
-2022,666,-1825
-2156,590,-1864
-2156,590,-1864
-2156,590,-1864
-2156,590,-1864
-2156,590,-1864
-2156,590,-1864
-2156,590,-1864
-2333,407,-1922
-2333,407,-1922
-2333,407,-1922
-2333,407,-1922
-2333,407,-1922
-2333,407,-1922
-2333,407,-1922
-2596,-76,-2014
-2596,-76,-2014
-2596,-76,-2014
-2596,-76,-2014
-2596,-76,-2014
-2596,-76,-2014
-2596,-76,-2014
-2959,-391,-1966
-2959,-391,-1966
-2959,-391,-1966
-2959,-391,-1966
-2959,-391,-1966
-2959,-391,-1966
-2959,-391,-1966
-2934,-372,-1999
-2934,-372,-1999
-2934,-372,-1999
-2934,-372,-1999
-2934,-372,-1999
-2934,-372,-1999
-2934,-372,-1999
-2686,-376,-1517
-2686,-376,-1517
-2686,-376,-1517
-2686,-376,-1517
-2686,-376,-1517
-2686,-376,-1517
-2686,-376,-1517
-2761,-322,-1961
-2761,-322,-1961
-2761,-322,-1961
-2761,-322,-1961
-2761,-322,-1961
-2761,-322,-1961
-2761,-322,-1961
-3097,236,-1705
